"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"NS_Model - CAR T Cells (2).nlogo"
"unique patches visited+tp_relationship"
"02/12/2026 05:56:58:716 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","c-ratio","total-cells","tp","num-cs","mp","t-ratio","num-ts","[step]","count unique-patches-cs","count unique-patches-ts","mean [count unique-patches-visited] of turtles"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","33","31","31","30.35175879396985"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","21","19","19","19.92964824120603"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","43","41","40","40.68341708542714"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","44","44","36","41.57788944723618"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","40","35","35","37.93467336683417"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","41","41","38","38.58793969849246"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","34","32","32","31.261306532663315"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","22","19","20","20.85929648241206"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","41","37","40","38.472361809045225"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","45","42","42","42.45728643216081"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","41","40","40","38.79899497487437"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","35","34","35","32.17085427135678"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","42","40","42","39.37185929648241"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","42","41","40","39.49246231155779"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","42","39","42","39.64321608040201"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","36","35","32","33.085427135678394"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","43","37","43","40.246231155778894"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","23","23","21","21.798994974874372"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","43","40","42","40.37185929648241"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","43","43","42","40.54773869346734"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","44","40","41","41.120603015075375"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","37","37","32","33.994974874371856"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","46","43","42","43.26130653266332"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","44","42","39","41.24120603015076"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","24","23","23","22.763819095477388"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","44","42","39","41.4321608040201"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","45","39","37","42.02512562814071"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","38","35","32","34.914572864321606"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","47","40","44","44.11055276381909"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","48","46","44","44.984924623115575"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","45","44","40","42.10552763819096"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","39","36","36","35.81909547738694"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","45","42","43","42.29145728643216"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","46","44","41","42.90954773869347"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","46","36","43","42.97989949748744"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","49","42","41","45.82914572864322"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","40","37","36","36.678391959798994"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","47","42","38","43.77386934673367"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","47","47","44","43.85427135678392"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","46","43","44","43.14572864321608"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","48","45","47","44.63819095477387"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","41","33","37","37.54773869346734"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","50","48","44","46.69346733668342"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","25","25","23","23.723618090452263"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","48","46","48","44.7035175879397"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","47","39","46","43.97487437185929"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","42","35","38","38.41708542713568"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","26","20","24","24.64321608040201"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","49","46","49","45.49748743718593"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","51","43","49","47.54773869346734"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","49","45","45","45.54773869346734"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","48","46","45","44.778894472361806"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","43","42","32","39.2713567839196"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","52","50","47","48.391959798994975"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","50","45","45","46.39698492462311"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","50","41","47","46.36683417085427"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","49","47","43","45.608040201005025"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","27","26","27","25.597989949748744"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","51","47","46","47.231155778894475"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","44","41","40","40.09045226130653"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","51","46","49","47.25125628140704"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","53","49","52","49.221105527638194"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","45","38","43","40.914572864321606"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","28","28","27","26.542713567839197"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","50","47","49","46.45728643216081"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","52","51","51","48.10050251256281"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","52","43","47","48.120603015075375"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","54","53","42","50.040201005025125"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","46","44","34","41.77386934673367"
"5","5","200","10","166.66666666666669","100","1","33.333333333333336","53","52","47","48.98994974874372"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","51","47","49","47.30653266331658"
"1","5","200","10","166.66666666666669","100","1","33.333333333333336","29","29","29","27.492462311557787"
"3","5","200","10","166.66666666666669","100","1","33.333333333333336","55","55","51","50.88442211055276"
"4","5","200","10","166.66666666666669","100","1","33.333333333333336","53","51","47","49.02010050251256"
"6","5","200","20","166.66666666666669","100","1","33.333333333333336","47","44","43","42.65829145728643"
"2","5","200","10","166.66666666666669","100","1","33.333333333333336","52","48","46","48.15577889447236"
